id,protein,gene_symbols
1142,A8K5T7;Q9Y2Z0;A8K7W3;B4DYC6,SUGT1
1143,B4DFE2;A8K5V5;Q96QT6;C9J9G2,PHF12
1144,A8K5W7;Q9NSE4,IARS2
1145,A8K5Y7;Q9HAV4;B3KPQ5;B3KNC6;Q9H8N6,XPO5
1146,Q63HK5;A8K601;B4DDN6,TSHZ3
1147,A8K607;Q9UIA9;E7ESC6;B4DSP8;D3DSQ7,XPO7
1148,A8K646;Q92882,OSTF1
1149,A8K651;Q07021;I3L3Q7;I3L3B0,C1QBP
1150,A8K654;Q9UIS9;A0A0A0MS90;B4DI41;B4DUR3,MBD1
1151,A8K670;Q9Y314;A0A075B6F9;M0R3B2,NOSIP
1152,V9HW72;A8K690;P31948,HEL-S-94n;STIP1
1153,A8K6D2;Q92979;V9GYP5;B4DQC7;A0A087WWQ2,EMG1
1154,A8K6G9;Q92620;B4DET0;B4DM30,DHX38
1155,F5H658;B7Z8F4;Q86YB2;Q86X36;A8K6J9;Q14562;B4DFD7,DHX8
1156,A8K6K3;Q59FT7;Q15750;B7Z9N9;B7Z3S5,MAP3K7IP1;TAB1
1157,Q53ER0;A8K6K7;P13807,GYS1
1158,Q5TZX9;A8K6M4;Q9UEU0;B2RE64,VTI1B
1159,A8K6Q4;P78332;E9PGM9;F8WCA5;B3KSK6,RBM6
1160,A8K6Q8;P02786;G3V0E5;B7Z2I6,TFRC
1161,F5H8F7;B4DPT1;A8K6T5;Q9UBL3,ASH2L
1162,Q9BUJ2;A8K6U7;B7Z4B8;A0A0A0MRA5;A0A024R0J9;A8K3W4;A8K5K0;M0R3F1,HNRNPUL1;HNRPUL1
1163,B3KM89;A8K6V0;O94855;Q49AI3;E9PC44;E9PDM8;Q4W5D3,SEC24D
1164,A8K6V3;Q15393;B3KQH1;B3KM77,SF3B3
1165,Q6PD62;A8K6X9,CTR9
1166,Q6FG54;Q5U0M2;A8K725;P14921;B4DW78,ETS1
1167,B7Z8H0;Q96F82;A8K794;Q13415,ORC1L;ORC1
1168,A8K7A1;Q9Y6V7;Q69YV6;Q9NVY6,DDX49;DKFZp564G1016
1169,Q53HL2;A8K7A2,CDCA8
1170,A8K7B1;Q96T51,RUFY1
1171,B4DQY1;B4DDF7;A8K7B7;P30153;A8K3H8;B4DE69;B3KQV6;C9J9C1,PPP2R1A
1172,Q7Z726;A8K7D9;P52292;J3QLL0;J3KS65,KPNA2
1173,P60842;A8K7F6;A8K088;Q59F68;J3KT12;J3QS69;J3KTB5;J3QL43;B4DNH2;J3KSZ0;B4DKP9;J3KTN0,EIF4A1
1174,B3KUU7;A8K7G8;Q59FC5;B3KRI8;P49761;H3BNQ5;B3KTV2;B3KVF3,CLK3
1175,A8K7H4;O43929;Q53TH5;Q96B14;B7Z2M4;B7Z632,ORC4;ORC4L
1176,B3KY12;A8K7V1;Q12874;A8K566;B4DW90;Q53HM6,SF3A3
1177,Q5VXN0;A8K800;Q9H7B2;B4DWS5,RPF2
1178,A8K818,A8K818
1179,B2RD40;A8K8A4;Q96FN4,CPNE2
1180,A8K8D2;Q71F23,CENPU
1181,A8K8K1;O00442,RTCA
1182,A8K8N3;Q96R06;K7ELG0,SPAG5
1183,H0Y6F5;A8K8Q0;Q9H4I2,ZHX3
1184,A8K8T1;Q13506;B8ZZS2,NAB1
1185,A8K8U1;Q86VP6;A0A0C4DGH5;B3KMG3,CAND1
1186,Q9BRR8;A8K8Y8;B2RDX4,GPATCH1
1187,A8K8Z3;Q9UKI8;Q53TE4,TLK1
1188,Q8WTT2;A8K905;B4DXL4,NOC3L
1189,A8K964;Q9H307,PNN
1190,B4DLX7;A8K996;Q92698;A0A087WTB0,RAD54L
1191,Q53Y97;Q53FB7;A8K9A5;P04818,TYMS
1192,Q9Y450;A8K9E1;B3KNB9;D9YZV0;J3QT46;H0YDX7;B7Z524;B7Z1K2,HBS1L
1193,A8K9L2;Q05CR6;Q86Y07;B7Z2X1,VRK2
1194,A8K9U1;Q14999,CUL7
1195,Q59F20;Q6X907;E9PEP6;A8K9V7;Q68DN3;O14786;Q71SW6;E7EX60;Q9H2E1;Q5T7F0;Q5JWQ6;Q6AWA9;Q5JWQ4,NRP1;DKFZp781F1414;DKFZp686A03134
1196,A8K9X5;Q9UNN5;B3KT28;B1ANM7;B4DEJ6,FAF1
1197,A8KA19;O43592;A0A024RB67,XPOT
1198,A8KA74;P78316;E9PFK5;Q96GC8,NOP14
1199,Q9BSY0;A8KAH1;P48651,PTDSS1
1200,Q9NYU2;A8KAK1,UGGT1
1201,A8KAK5;O60244,MED14
1202,B4E1D4;A8KAL2;Q8TBA6,GOLGA5
1203,E9PEQ6;A8KAM9;Q9UNP9;B3KSZ1;B4E3F2;E9PKY5,PPIE
1204,U3KQ90;Q59HG4;V9H027;A8KAP0;P55199,ELL;MEN
1205,A8KAQ6;Q9Y679;Q68CX8;B4E3W1,AUP1;DKFZp686P12272
1206,J3QRI9;J3QKW7;A8MZF9;P55039;J3QR71;J3QL90;J3KRL5;B4DIG2;J3QKV7;B4DMP8,DRG2
1207,A8QI98;Q9Y2L1;Q49AG4;G3V1J5;A0A024R643;F2Z2C0,DIS3;KIAA1008
1208,A9UFC0;B2CIS9;P31944,CASP14
1209,A9UK01;Q8N392,ARHGAP18
1210,B0AZM1;P27540;B4E3L5;A8K6P0,ARNT
1211,B0AZQ4;Q86VX4;Q9UQE7,SMC3
1212,B0AZS5,B0AZS5
1213,E9PDF6;B0I1S9;O43795,MYO1B
1214,Q4LE74;M0R300;M0R0P8;B0I1T6;Q13459,MYO9B variant protein;MYO9B
1215,B3KVH4;B0LPE5;P31749;G3V3X1;B3KXD7;Q9BV07,AKT1
1216,B0QY89;Q9Y262;B3KPB9;B4DQF6;B0QY90,EIF3L
1217,B0QYK0;Q01844;A0A0D9SFL3;C9JGE3;H7BY36,EWSR1
1218,Q99829;B0QZ18;F2Z2V0;A6PVH9;Q59EI4;E7ENH5;Q5JX59;Q5JX44;Q5JX60;Q5JX58;Q5JX45;Q5JX56,CPNE1
1219,B0YIW5;P48444;Q6MZV5;B0YIW6,ARCN1;DKFZp686M09245
1220,B0ZBD0;Q8WVX7;P39019;A0A075B6E2;M0R2L9;M0QXK4;M0QYF7;M0R140,RPS19
1221,Q53FG5;B1AHB0;P33992;A8K521;B1AHB1;B4DQ39;B3KVF0;B4DVK5,MCM5
1222,B1AJY5;B1AJY7;O75832,PSMD10
1223,P35914;B1AK13,HMGCL
1224,B4DRI0;Q6UUU9;G3V1R5;B1AKJ5;O43847;H0Y5G9;B4DYV0;Q96L67;F5H7V1,NRD1
1225,B1ALA9;Q53FW2;P60891;B7ZB02;H7C540;B2R860;A0A2R8Y7H4;A0A140VK41;P11908,PRPS1;PRPS2
1226,B7Z819;B7Z2Y2;B1ALW7;Q14746,COG2
1227,B1ANR0;Q6IQ30;Q13310;H0Y5F5,PABPC4
1228,Q6ZN30;B1APH0;B4DR27;Q5H9S4;D3DRJ1;H0Y6W5;F5H586;B4E3J2,BNC2;DKFZp686A01127;hCG_27250
1229,B1AQP2;Q9UHV9,PFDN2
1230,B1AT47;B2RCN8;Q9Y692,GMEB1
1231,B1Q3L0;Q9C035,TRIM5
1232,Q96IR1;B2R491;P62701;Q53HV1,RPS4X
1233,M0R3D6;M0R1A7;M0R117;B4DM74;B2R4C0;Q02543;M0R0P7;B4DM94;B4DUV3;Q53HD3;Q32XH3,RPL18A
1234,B2R4C1;P62899;H7C2W9;C9JU56;B7Z4E3;B7Z4C8;Q76N53,RPL31
1235,B2R4C5;P61626;F8VV32;A0A0B4J259,LYZ
1236,Q2LE71;B2R4D5;O15145;F8VR50;C9JZD1;B4DM63,ARPC3
1237,B2R4M6;P06702,S100A9
1238,B2R4R0;P62805;Q0VAS5,HIST1H4H;HIST1H4A
1239,B2R4R9;P62857,RPS28
1240,Q5TZN3;B2R4U3;O00762;A0A0A0MSE8;A0A087WVK1,UBE2C
1241,I3L3P7;B2R4W8;P62244;I3L246;A8K7H3;H3BN98,RPS15A;hCG_1994130
1242,B2R514;E7EM64;Q7L5N1;B4DHR8,COPS6
1243,V9HWJ2;V9HW78;Q6FIA4;B2R5M8;O75874;Q0QER2;Q6FI37;C9J4N6,HEL-S-26;HEL-216;IDH1
1244,Q68DQ4;B2R5T5;P10644;K7EM13,DKFZp779L0468;PRKAR1A
1245,B2R5W2;B4DY08;G3V4W0;P07910;A8K9A4;B2R603;G3V4C1;G3V2Q1;G3V576;B3KX96;D3DPI2;G3V2D6;G3V5V7;B4DQQ2,HNRNPC;hCG_1641229
1246,Q9UK43;B2R5Y4;Q13123;Q95HA6;E7EQZ7;Q9Y3Z5;D6REL4;Q9H4P6,CSA2;IK;DKFZp564B112
1247,B2R636;O94782,USP1
1248,B4DT77;B4DWU2;B4DHY4;Q53HM8;B2R7L2;B2R657;P20073,ANXA7
1249,Q6IAU5;B2R665;O15355;B4DDC8;B3KXL8;Q96IN7,PPM1G
1250,P84103;B2R6F3;A0A087X2D0,SRSF3;SFRS3
1251,Q4G194;B2R6H3;Q8NI77,KIF18A
1252,P40692;B2R6K0;Q5GJ64;Q53GX1;H0Y818;Q59EG3;A0A024R2S9;B7Z821,MLH1
1253,K4RH61;B2R6P3;P50281,MMP14
1254,B2R713;Q7Z2T5;B4DXX1,TRMT1L
1255,B2R7C2;O43264;B4E1J7,ZW10
1256,B2R7E8;P15927;B4DQD9;B4DUL2;Q5TEJ7,RPA2
1257,J3QL14;R4GN72;B2R7M1;F5GYQ1;B7Z6L9;P61421;B7Z788,ATP6V0D1
1258,V9HWH7;B2R7P8;P31939;B4DP06,HEL-S-70p;ATIC
1259,E7EQA9;Q6NW12;B2R7S3;Q92844;E7EWR8;E7EM55;E7ERM9;E7EV32;E7EMT6;E7ENY2;E7EVA2;E7EW82;Q4ZG76,TANK
1260,Q96DI8;Q6FH11;B2R7U4;P09601;B1AHA8;F2YMD9,HMOX1
1261,O75934;B2R7W3;Q53HE3,BCAS2
1262,B2R7X3;Q13112,CHAF1B
1263,B2R7Y0;P05120;H7C004;H7BYS2,SERPINB2;SERPINB10
1264,B2R802;P09012;M0R268;M0QZG7;M0QXK2;M0R221;M0R2B8;B4DDC7,SNRPA
1265,Q9NRX1;B2R823;F8WBJ6,PNO1
1266,B2R841;P53350;B4E083;Q59GD0;Q58A51;D3DWF3,PLK1;Plk-1 delta
1267,P26196;B2R858,DDX6
1268,B2R928;Q9Y4K4;D3DSB5,MAP4K5
1269,V9HW51;B2R960;O43396;Q59G46;K7ER96,HEL-S-114;TXNL1
1270,V9HWG9;B2R983;P78417;Q5TA02;Q5TA01,HEL-S-21;GSTO1
1271,B2R9K5;Q96EU6,RRP36
1272,B2R9R2;P98170;B1AKU2,XIAP
1273,B4DU58;V9HW69;B2R9S4;P40121;E7ENU9;B8ZZL6,HEL-S-66;CAPG
1274,Q9BVC6;B2R9T9;B4E1S3,TMEM109
1275,B2RA56;Q969V3;K7EMW4,NCLN
1276,P07947;Q9H7V3;P12931;J3QRU1;B2RA70;P06241;B3KPS6;Q9P134,YES1;SRC;FYN
1277,B2RA91;F8VXG7;Q99590;Q05BS8;A0A0A0MTP7;B4DZM2,SCAF11;SFRS2IP
1278,B2RAH5;O14974;A0A024RBF1;F8VZN8,PPP1R12A
1279,Q8TDH4;B2RAI2;Q9UQR1;Q4FD37;Q8IWK7,ZNF148
1280,Q6P0N9;B2RAL3;Q06190,PPP2R3A
1281,Q86U62;Q6IBT1;E9KL30;B2RAQ9;Q99436,PSMB7
1282,B2RAR3;Q9BXR0,QTRT1
1283,B3KXH8;B2RAU5;Q9Y5X1;Q59ES5,SNX9
1284,B4E1W4;B4DYX5;B2RAV0;Q9P2N6,KANSL3
1285,B2RAX6;Q9Y5J1;J3KSR7,UTP18
1286,B2RAY1;Q92783;A6NMU3;B4DZT2,STAM
1287,B2RB07;Q5LJA5;Q5LJA9;Q9Y5K5;B4DW59;B7Z9U9;H0Y6Y4;Q5LJB0,UCHL5
1288,B2RBA0;O95391,SLU7
1289,B2RBE5;Q9BXJ9;B4E2T6;A0A0B4J1W3;Q58F05,NAA15;NARG1
1290,Q6NZX3;Q53Z63;B2RBH2;P21589;Q96B60,NT5E
1291,B4DGU2;B2RBI8;Q13088;P37275;B4DS26;B4DSB8;A0JLS9,ZEB1
1292,C9JGI3;E5KRG5;B2RBL3;P19971;A0A494C0L6;A0A494C1N7,TYMP;hCG_1988078
1293,P56945;D3DUK1;B2RBL9;Q6P5Z4;B3KW85;A0A2R8Y5C9;A0A2R8YFS8;A0A2R8Y8C4;A0A2R8Y4C2;A0A2R8Y6M6;A0A2R8YFK2;A0A2R8Y5E4;Q8NC57;B3KWE2;A0A2R8Y596;Q96CD4;B3KWS6,BCAR1
1294,Q6DHZ8;B2RBM8;Q9H2P0;A0A2R8Y6X0,ADNP
1295,B2RBR9;Q14974;J3KTM9;B7Z752;B7Z5M1,KPNB1
1296,Q5T9P7;B2RBU0;Q99633;Q5T9P8,PRPF18
1297,B4E0Y8;B2RBX8;O95926,SYF2
1298,B2RBY4;P49642;Q53F98;F8VNY2,PRIM1
1299,P22413;B2RBY8;E9PE72,ENPP1
1300,B2RC06;J3KTD6;J3QLN8;J3QR41,AURKB
1301,B2RC50;Q9NQT4;M0R050,EXOSC5
1302,B2RCJ6;Q9BZH6;B4DX09;Q9NWV7;Q659C9;Q9NVU3,WDR11;DKFZp434L1715
1303,B4E266;B4DER1;B2RCM2;Q9P2J5;Q9H8E3,LARS
1304,B2RCM3;Q59EF6;B4E1R7;P17655;B4DN77,CAPN2
1305,B2RCV0;Q9NS73;S4R3P6;S4R3N2;A0A087X1L0;S4R2X9;B4DE55,MBIP
1306,B2RD09;Q96P11,NSUN5
1307,O95456;B2RD51,PSMG1
1308,K7EIN2;B2RD96;Q9BRJ7;K7ENA3,NUDT16L1
1309,B2RDC9;Q05DA8;Q8N806;E9PCJ7;H0YJY4,UBR7
1310,B2RDD7;O14744;G3V580;G3V2L6;G3V5L5;C9JSX3,PRMT5
1311,B5MCF9;B2RDF2;O00541;B3KXD6;B3KTZ6,PES1
1312,H0YN18;B2RDG0;P25789;H0YMZ1;H0YL69;H0YKT8;H0YMA1;H0YKS0;H0YLC2,PSMA4
1313,O76071;B2RDJ6;B4DRZ6,CIAO1
1314,Q8TCJ8;Q8NCK5;B2RDP6;Q9BQ67,DKFZp564C172;GRWD1
1315,Q8N1H4;Q68DZ9;Q59GA1;B2RDQ3;P62995;H7BXF3;H7C2L4,DKFZp686F18120;TRA2B
1316,H3BV05;B2RDU2;Q8WV22;I3L1I3,NSMCE1
1317,B2RDV7;Q96G46,DUS3L
1318,B2RDX5;Q53GX7;P26639;B4DKZ9;B3KTN2;Q5M7Z9,TARS
1319,D3DPU2;B2RDY9;B4DNW7;B4DI38;Q01518;B4DNY3;B4DUZ8,CAP1
1320,B3KX30;B2RE19;Q96NE9,FRMD6
1321,B2RE46;P04844;B4DJL0,RPN2
1322,D5MQE1;B2RE59;Q92600;B4DJE1,RQCD1
1323,B2RMQ4;Q8WWK9,CKAP2
1324,I3L2J8;B2RN10;Q9UPN4;I3L2X7;I3L316;I3L4M5,CEP131;AZI1
1325,B2RNR6;Q96KR1;A8K849,ZFR
1326,B2RTX8;Q7Z5K2;Q8WVX6;F6QZY1,WAPAL
1327,Q04637;Q4LE58;B2RU06;B2RU10;B4DGF1;E7EUU4;E9PGM1;B4DSI9;E7EX73;Q96I65,EIF4G1;EIF4G1 variant protein
1328,B4DDF4;B2RWM5;Q6FHE4;B4DUT8;Q99439;A0A087X271;H3BVI6;Q6FHC3;Q53GK7;B4DHU5;K7ES69;B4DN57;A0A087X1X5,CNN2
1329,B3KM36;B3KN59;O95816,BAG2
1330,B3KM43;O95671;B4DN81;B4DRF1,ASMTL
1331,B3KM94;H0Y4F4;F8W6D9;B3KX86;Q9GZR1;D6RG09;B3KMM0;H0Y8Y8,SENP6
1332,B3KMA8;K7EIE8;O95983;A0A087WT34;A0A087X1H1;A0A0A0MTS6,MBD3
1333,O75554;B3KMC8;B2RB72,WBP4
1334,B3KMC9;Q9H0D6;B4DZC3;B4E0B9,XRN2
1335,B3KS71;B3KX16;Q8NB01;B3KME2;O75718;C9JP16;B3KQR7;B4DPA3;B3KUP0,CRTAP
1336,Q53H55;B3KMR4;Q8N2W9;Q05DS6,PIAS4
1337,B3KMR5;Q5JTH9;B3KY97,RRP12
1338,B3KY03;B3KMS0;Q15021;B4E0B7,NCAPD2
1339,B3KMZ5;Q8N6S5,ARL6IP6
1340,B3KN49;O94992,HEXIM1
1341,B3KNB4;P61981;B4DE78;B4DHC4,YWHAG
1342,B3KNC3;Q9Y3T9;Q9H9J5;Q8NAK7,NOC2L
1343,P61619;B4DR61;B3KNF6;Q9H9S3;Q8TC24;F8W776;B3KQ68,SEC61A1;SEC61A2
1344,Q6PIW4;B3KNH6,FIGNL1
1345,E9PHH8;Q6IAR4;B3KNI3;Q9Y6X2,PIAS3
1346,B3KNJ3;O43293,DAPK3
1347,B3KNM6;O75844,ZMPSTE24
1348,B3KNN7;B4DEB0;Q8N9M2;Q6IBN0;O43242;B4DV84;B4DPM7;Q96N86,PSMD3
1349,B3KNP0;D3DQS4;Q8N3X1,FNBP4
1350,B3KRF7;E9PC66;B3KNP9;P17029;B3KVN6,ZKSCAN1
1351,B3KNS8;O75683,SURF6
1352,B3KNT3;Q9HD15,SRA1
1353,B3KNU0;P52306;B7Z2V8;B7Z4M5;Q6U7G8,RAP1GDS1
1354,B7Z2D8;B7Z5F9;B3KP14;H0Y8R1;F5H5I6;B7Z3R7;H0YAK1;B3KW50;Q12849;A0A024RD99,GRSF1
1355,B3KP18;Q6NUQ1,RINT1
1356,B3KP61;B4DG79;M0R0P9;P31751;J3QL45;J3QKW1,AKT2
1357,B3KPA6;Q53HR2;B4DEA8;P49748;B3KPX1,ACADVL
1358,B3KPM8;Q8N5C6;B7ZAA7;B7Z6X7,SRBD1
1359,B3KPU0;E5RGS7;A0A087WVI1;Q96JY6;A0A087WUQ1;H0YBP7;H7C1D1,PDLIM2
1360,O00566;B3KPV5,MPHOSPH10
1361,B3KQC8;Q4G104;A0A024RBL8;A0A024RBR2;O94952,FBXO21
1362,Q6IAW5;B3KQF5;O43852;B3KNG6;A0A024R755;H0Y875,CALU
1363,B3KQQ3;O60568,PLOD3
1364,B3KQT9;V9HVY3;P30101;B3KQT2;B4DJ98,HEL-S-269;PDIA3
1365,P55055;F1D8P7;Q6IBU6;M0R2F9;M0R0K3;B3KRG6;F1D8N1;B6ZGS7;Q68CY8;B4DXU5;Q5U0N9;B6ZGS8;B3KV37;B2R8B9;E9PLL4;Q13133,NR1H2;NR1H3;DKFZp686D1580
1366,B3KRJ9;Q69YM5;Q8WXA9,DKFZp667P103;SREK1
1367,B3KRM8;B7Z5D9;E9PGT1;Q53GR3;Q15631;H7C1D4,TSN
1368,B3KRQ2;Q86XI2;Q9NXD3;H0Y6U5;B4DXB7,NCAPG2
1369,F2Z2B9;B3KRS1;Q53EQ3;Q9BSJ2;B4DS45,TUBGCP2
1370,H7C0Q6;B4DEC5;B3KS62;Q9C037,TRIM4
1371,Q96FJ0;B3KS69;B3KR00,STAMBPL1
1372,Q6IBP2;Q6FHB5;B3KSE0;P30519;I3L1Y2;I3L159;I3L1F5;Q53HF1;A0A087WT44,HMOX2
1373,B4DMT5;B3KSH1;O00303;B4DEW9;H0YDT6,EIF3F
1374,C9J5N1;B3KSP9;Q9BTE6;L7N2F4,PTGES3L-AARSD1;AARSD1
1375,B3KSZ4;Q8WXI9;A0A0U1RRM1;A0A0U1RR30,GATAD2B
1376,P68363;B3KT06;A8JZY9;B3KPS3;B4DDU2,TUBA1B
1377,B3KT11;C9JA08;Q96D46;B3KMN5;B4DKU1,NMD3
1378,B3KT21;B1PL87;A8ASI8;P55957,BID
1379,B3KTJ9;Q8N163;H0YB24;G3V119,CCAR2
1380,B3KTT0;Q8NFH3;A0PJK4,NUP43
1381,K7EJE8;K7EKE6;B3KU28;Q2VPA0;B4DPX0;B3KXS5;E5KMI6;P36776;A4VCH6,LONP1
1382,B3KU43;B4DLQ5;Q5PSV4;H0YHD0,BRMS1L
1383,B4E245;E7EMB1;B3KUB9;Q9UH65,SWAP70
1384,P16383;B3KUM5,GCFC2
1385,B3KUZ7;B4E054;A0A024R7X3;A0A024R7U9;Q9UI12;G3V126;Q8TF11,ATP6V1H
1386,B3KV49;B4DX01;B7Z403;F6TLX2;Q9Y3E8;Q9HC38;I3L3Q4;A8K8F0,GLOD4
1387,B3KVD4;Q9P1Z0,ZBTB4
1388,B3KVN0;B4DKW1;Q59GX2;P11166;B4DDR6,SLC2A1
1389,B3KVY9;Q8TB61,SLC35B2
1390,B3KW08;B7ZM10;Q96QU8,XPO6
1391,B3KW34;Q969M3,YIPF5
1392,Q7L576;B3KWV6;X5D2F4;B3KWT5;A0A0G2JQT1;A0A0G2JR96,CYFIP1
1393,B3KWX6;Q53EY5;Q15014;B4DXQ8;B3KX14;A0A0A0MT59;Q5JXX2,MORF4L2
1394,B3KX11;P49368;Q2TU64;Q59H77;B4DUR8,CCT3
1395,B3KX19;Q6IBM8;Q15029;Q8IXJ3;B4DZB1;A8KAP3;B3KWY2,U5-116KD;EFTUD2;SNRP116
1396,B3KX20;B4E3F8;B4E3S9;B4DIX9;P29536,LMOD1
1397,E9PRI1;Q53ES5;B3KX63;Q96NY9;H0YDE3;H0YDU2;H0YDK3;Q659C2,MUS81;DKFZp761P1714
1398,B3KXP9;Q5VZ89,DENND4C
1399,Q99459;B3KY60;B4DSH1,CDC5L
1400,B3LEU8;Q6NUQ4;H7C0H8,TMEM214
1401,B4DUD5;E7EWR4;B3V096;P33240;E9PID8;A0A0A0MT56,CSTF2
1402,B4DDG3;Q05048;A0A0A0MSZ9,CSTF1
1403,B4DDH8;Q96N66,MBOAT7
1404,G3V4F7;B4DDS7;P61011,SRP54
1405,B4DDV3;Q8N6T7;M0QZ09,SIRT6
1406,C9J2P9;B4DDV7;Q75N03,CBLL1
1407,Q6P452;B4DE02;V9HW59;Q6LES2;P09525;B4DDZ4;Q6MZI0;Q59FK3,ANXA4;HEL-S-274;DKFZp686H02120
1408,B4DE48;B4DQ37;Q15036;B4DTB8;F8WAZ0,SNX17
1409,Q96ID4;B4DE93;G3V0I5;E5KNH5;P49821;Q53G70;E9PJL9;H0YE81;E9PLC6;E9PQP1;E9PMX3;B4DUN7,NDUFV1
1410,B4DED6;B4DW97;Q9BQ39;A0A087WVC1;K0J110;Q9NTA9,DDX50;mcdrh;DKFZp761E0323
1411,B4DEP6;E7EX17;B4DRM3;P23588;Q7Z5Y0;B4DS01;F8VX11,EIF4B
1412,B4DEQ6;Q6ZW49,PAXIP1
1413,B4DF70;V9HW12;P32119;A6NIW5,HEL-S-2a;PRDX2
1414,Q07866;F8W6L3;E7EVH7;Q7RTP8;G3V5R9;Q7RTQ4;Q7RTQ0;Q7RTQ1;Q7RTQ2;G3V3H3;Q7RTQ8;B4DGB3;B4DS14;B5BU63;G3V2E7;G5E9S8;Q7RTQ7;Q7RTQ9;Q7Z5D5,KLC1;KNS2
1415,B4DGD6;G3V1P5;B7Z2H7;Q6PKB8;Q96RN5;Q69YK5;Q69YR4;B3KWF1;B3KW62,MED15;DKFZp762B1216;DKFZp686A2214
1416,F5H669;B4DGF8;Q8N684;F5H6M0;F5H047,CPSF7
1417,B4DGH7;Q9UJX6,ANAPC2
1418,B7Z9P5;B4DGM4;B4DN56;B4DUA7;Q9NX70,IXL;MED29
1419,B4DGM5;Q96ST2;B4DL52;A0A1B0GW95,IWS1
1420,Q59GF8;B4DH02;P34932;V9HW33;A0A087WYC1;B4DUS3;B4DT47;B4E354;B4DIZ3;O14992;A0A087WTS8;B4E0H6,HSPA4;HEL-S-5a;HS24/p52
1421,B4DH07;Q5JRX3;B4DRW8,PITRM1
1422,E7EVI4;E7ET87;O75410;B4DH49;Q5HYH0;B4E3L7;H0YBT8;H0YAY0;B4DHF7;B4E3H6,TACC1;DKFZp686K18126
1423,B4DH52;A0A494C1K3;B4DRA9,B4DH52;A0A494C1K3;B4DRA9
1424,B4E0R5;B4DRB6;B4DH66;B4DZ54;Q5T6F2;B3KQ73,UBAP2
1425,B4DH70;Q9UKB1;Q68DS0;B2R8L3;B7Z3H4;A0A0S2Z4P6;A0A0S2Z507;Q9Y297,FBXW11;DKFZp781N011;BTRC
1426,E7ETU9;B4DHG3;O00469;Q96AR9,PLOD2
1427,C9J2Y9;B4DHJ3;P30876;C9J4M6;B4DH29;A0A1W2PPT5;B4DR40,POLR2B
1428,B4DJ73;B4DVN9;B4DHL5;B4E228;Q6NW34;E9PFF8;B4DDJ6;B4DUV5,C3orf17
1429,B4DHL7;H3BND4;Q6P996,PDXDC1
1430,B4DHY8;E5KS95;P43897;C9JT21,TSFM
1431,Q9UID7;B4DI61;Q6FI18;O00622;Q53FA4,CYR61
1432,B4DIQ0;O60942;B2R623;B4DSJ8,RNGTT
1433,B4DIS6;Q9H6R0;I3L1L6,DHX33
1434,B4DIT7;V9HWG3;P21980;B4DTN7,HEL-S-45;TGM2
1435,D6RDM7;B4DIZ2;P61086,UBE2K
1436,B4DJ21;B4DST5;Q9H3S7;B4DJ12,PTPN23
1437,V9HWJ0;B4DJ30;Q14697;F5H6X6;B4DSM6;A0A024R592;B4DIW2;E9PKU7;B4DZ53,HEL-S-164nA;GANAB
1438,B4DJ39;O94842,TOX4
1439,P0DP25;P0DP24;P0DP23;B4DJ51;H0Y7A7;Q9BRL5;B2RDW0;E7ETZ0;E7EMB3;M0QZ52;A8K1M2;F8WBR5;G3V479;Q96HY3,CALM3;CALM2;CALM1
1440,B4DVT3;B4DJL6;Q96SY0;H3BRY6;B4DWZ3,VWA9
1441,Q7L5Y9;E7ESC7;D6RE80;D3DVP1;B4DJP8;D3DVP3;B4DVN3;B4DUB2;B4DQT1;D6REW7,MAEA
1442,B4DK32;Q14139;Q05BZ7,UBE4A
1443,B4DZ95;B4E3E9;E9PFG7;B4DK55;E9PDF2;E9PCR7;Q02218;B4DH65;B4DF00;A0A0D9SFS3;Q9ULD0,OGDH;OGDHL
1444,B4DKA9;Q5MIZ7,SMEK2
1445,B4DKR0;Q13190;H7C3X5,STX5A;STX5
1446,B4DL02;P29353;X6R6D0,SHC1
1447,B4DZ22;B4DL07;P28288,ABCD3
1448,B4DLG2;O75152;E9PQ61;E9PBY7,ZC3H11A
1449,B4DLM8;O15381;B4DQJ4,NVL
1450,B4DLN1,B4DLN1
1451,B4DLT1;O75436;A8K3C1;S4R3Q6,VPS26A
1452,Q6IAT1;B4DLV7;P50395;Q8TB95;B3KVE3;Q5SX87,GDI2
1453,B4DLW5;Q9Y508;H0UI65;A0A096LNV3;A0A096LP02,RNF114;ZNF313
1454,B4DM33;Q15691;A2VCR0,MAPRE1
1455,B4DMG8;B4DMF5;Q53GW3;E9KL48;P00367;B4E0N9;B3KT18;A0A140VK14;P49448;Q14400;Q59FQ4,GLUD1;GLUD2
1456,B4DMG1;Q9NP66;H0YKL0,HMG20A
1457,B4E0F5;B4DML5;G3XAG9;Q9BYM8,RBCK1
1458,D6R9P3;D6RD18;B4DMY3;D6RBZ0;Q53F64;Q99729,HNRNPAB
1459,F8VQE1;B4DN52;Q53GG0;Q9UHB6;F8VRN8;F8VS07;B3KTW2,LIMA1
1460,B4DN85;Q96J02;Q59ER4,ITCH
1461,F8WD51;C9J486;C9JIP2;B4DND0;Q16831;C9K0J2,UPP1
1462,C9J0J7;G5E9Q6;B4DNH1;D3DNI2;D3DNI3;C9JQ45,PFN2
1463,B4DNM0;Q8WVC0,LEO1
