Protein IDs	Majority protein IDs	Protein names	Gene names	Reporter intensity corrected 1 SB45-LI	Reporter intensity corrected 2 SB45-LI	Reporter intensity corrected 3 SB45-LI	Reporter intensity corrected 4 SB45-LI	Reporter intensity corrected 5 SB45-LI	Reporter intensity corrected 6 SB45-LI	Reporter intensity corrected 7 SB45-LI	Reporter intensity corrected 8 SB45-LI	Reporter intensity corrected 9 SB45-LI	Reporter intensity corrected 10 SB45-LI	Reporter intensity corrected 1 SB46-LI	Reporter intensity corrected 2 SB46-LI	Reporter intensity corrected 3 SB46-LI	Reporter intensity corrected 4 SB46-LI	Reporter intensity corrected 5 SB46-LI	Reporter intensity corrected 6 SB46-LI	Reporter intensity corrected 7 SB46-LI	Reporter intensity corrected 8 SB46-LI	Reporter intensity corrected 9 SB46-LI	Reporter intensity corrected 10 SB46-LI	Reporter intensity corrected 1 SB47-LI	Reporter intensity corrected 2 SB47-LI	Reporter intensity corrected 3 SB47-LI	Reporter intensity corrected 4 SB47-LI	Reporter intensity corrected 5 SB47-LI	Reporter intensity corrected 6 SB47-LI	Reporter intensity corrected 7 SB47-LI	Reporter intensity corrected 8 SB47-LI	Reporter intensity corrected 9 SB47-LI	Reporter intensity corrected 10 SB47-LI	Intensity SB45-LI	Intensity SB46-LI	Intensity SB47-LI
E7EX90;Q14203;Q6MZZ3;Q6AWB1;Q6AWB3;Q59F36;O95654;E7EWF7;C9JJD0;E9PCY0;C9JKG6;C9J1B7;C9JJN7;C9JTE5;C9JZA4;H8Y0Y3;C9JUI8	E7EX90;Q14203;Q6MZZ3;Q6AWB1;Q6AWB3	Dynactin subunit 1	DCTN1;DKFZp686I0746;DKFZp686E0752;DKFZp686E191	4006300	4408800	2802900	4188100	3373700	2572000	5249200	4724200	3775500	3659500	10860000	9292100	9021700	8701700	8135000	6224700	10091000	9971300	5268400	10497000	7488400	6272700	6663200	8286900	6177100	6272000	5604000	8183900	6340900	7837600	2583500000	6484100000	4850700000
A0A384MDU9;V9HW58;Q53H88;Q13561;B3KTX4;F8W1I6;H0YI98;F8VW18;F8VX93;F8VRV7;H0YHL1;F8W0U6	A0A384MDU9;V9HW58;Q53H88;Q13561;B3KTX4;F8W1I6;H0YI98;F8VW18	Dynactin subunit 2	HEL-S-77;DCTN2	5306800	4946900	3807300	4930800	3401500	3258900	6548700	5530100	5267300	4784100	8911000	6471300	7671200	9476800	6604100	5949400	7561200	8816900	5585100	7879700	7781900	7414200	6991700	8024800	7524200	6824400	7131200	7207700	6983500	7454100	3167800000	8741400000	4953900000
O75935;X6RA56;X6RCK5;A0A0A0MRV8;Q8NB28;X6RLR1	O75935;X6RA56;X6RCK5;A0A0A0MRV8;Q8NB28;X6RLR1	Dynactin subunit 3	DCTN3	147850	151660	60085	121210	95415	43234	224240	137040	138000	148660	1010300	1837800	1120600	1087100	1160600	525010	717100	1053200	938710	1503000	210080	184880	190450	127380	283800	169600	208980	156920	139370	251750	118170000	405550000	139500000
A0A0S2Z5D4;Q9UJW0;A0A0S2Z5B8;H9KVE0;B4DL03;A0A0S2Z5D5;E5RI97;E5RK21;E5RGG1;B4DS07;Q9NSJ5	A0A0S2Z5D4;Q9UJW0;A0A0S2Z5B8	Dynactin subunit 4	DCTN4	1179300	1190000	694090	1062500	1030700	757090	1430200	1457000	1248000	1051100	2649800	2085900	2033500	2421100	2167800	1346700	2248900	2359900	1468000	2067200	1537800	1299600	1738600	1667100	1173000	1390700	1012400	1614900	1467800	1299800	812780000	1419800000	1268400000
B4DS97;H3BR94;Q9BTE1;H3BUD2;H3BS05;I3L0U8	B4DS97;H3BR94;Q9BTE1;H3BUD2;H3BS05	Dynactin subunit 5	DCTN5	250150	258770	163740	212880	168160	152820	256360	298500	203030	166930	186780	147390	199460	204010	197010	165740	181150	186630	152420	189820	298850	219260	335990	270940	208690	161230	205170	319680	268180	216620	89318000	62867000	78989000
O00399;E5RFU3;E5RK00	O00399;E5RFU3;E5RK00	Dynactin subunit 6	DCTN6	47151	51651	25726	37641	29448	23129	44759	45560	32760	17982	501580	382750	483320	382480	326590	264510	409720	401410	166560	354330	73550	58490	56596	73514	62078	42377	34528	56824	56494	48875	45310000	150240000	73515000
A0A0D9SFB1;B7ZAC0;B4DK06;A0A0U1RQP1;Q05193;B4DHH5;A0A0D9SFE4;Q59GI5;A0A1B0GU67;A0A1B0GUX5;B3KU80	A0A0D9SFB1;B7ZAC0;B4DK06;A0A0U1RQP1;Q05193;B4DHH5;A0A0D9SFE4;Q59GI5;A0A1B0GU67	Dynamin-1	DNM1	208480	156710	116060	146870	150450	108120	213050	219100	163420	169540	537870	318670	323550	321610	324890	297800	374860	372200	230900	441530	321130	232210	277030	298280	274460	255970	215790	286100	248010	297670	167520000	319820000	197250000
O00429;D3DUW5;D3DUW6;B4DYR6;F8VZ52;F8W1W3;B4DDQ3;B4DPZ9	O00429;D3DUW5;D3DUW6;B4DYR6	Dynamin-1-like protein	DNM1L	2579100	1892400	1269100	1648200	1469600	1102000	2342900	2357700	2136800	1842400	3903800	3040600	2975700	3162700	2862700	1827500	3141100	3326900	1989100	3166500	2197600	1501500	1754500	1978100	1772600	1446700	1493600	2066400	1563600	1969200	1434800000	2692200000	2162400000
P50570;Q59G96;Q8N1K8;B3KUU8;Q6ZSZ9;K7EPK9;K7ENE7;Q6ZV85;Q6ZTU8	P50570;Q59G96	Dynamin-2	DNM2	2622100	2570700	1555800	2192600	1819900	1518500	3010500	2871400	2390100	2203900	8153400	6287200	5548500	6314300	5336900	4205300	6417300	6646600	4005500	7210700	5826800	4368800	4940700	4981200	3852700	3963300	4629500	5331100	4534500	5175500	1342900000	3470400000	2498000000
E5RHK8;Q9UQ16;B3KPF2;E5RIK2	E5RHK8;Q9UQ16;B3KPF2;E5RIK2	Dynamin-3	DNM3	0	0	0	0	0	0	0	0	0	0	2815900	1801300	1934300	1810300	1700400	1199200	2150700	1600400	1438400	1682500	0	0	0	0	0	0	0	0	0	0	0	1001400000	0
Q6XZF7;A0A2X0U4N6;A0A1C7CYY6;A0A1B0GTX1;B3KY33;B4E0Q3	Q6XZF7;A0A2X0U4N6;A0A1C7CYY6;A0A1B0GTX1;B3KY33	Dynamin-binding protein	DNMBP	403930	319110	231150	282590	282340	191340	421430	377610	295020	265380	1440600	1098100	1119800	1036000	995730	790880	1107700	1167000	792260	1268500	695180	592460	613850	634300	595190	515080	484870	754850	666810	647470	154630000	593730000	345190000
O60313;A0A2R8YE78;A0A2R8YDM2;C9JMB8;A0A2R8Y3X5;A0A2R8YGE5;A0A2R8YD53;A0A2R8Y4Q3;A0A2R8Y4G4;A0A2R8Y5G3;C9JY58;A0A2R8Y5E2;H7C321	O60313;A0A2R8YE78;A0A2R8YDM2;C9JMB8;A0A2R8Y3X5;A0A2R8YGE5;A0A2R8YD53;A0A2R8Y4Q3	"Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1"	OPA1	7621500	6514300	4597500	5234400	5880400	3958200	6575700	8145200	6343600	6904500	4884100	3166500	2905300	3417900	3292400	1834200	3323400	3807700	2552500	3741600	2648500	1895600	2019700	2189800	1877600	1801300	1731300	2281200	2027400	2444700	2048100000	1941000000	1558800000
Q86Y56;H0Y650	Q86Y56;H0Y650	"Dynein assembly factor 5, axonemal"	DNAAF5	436150	427750	279100	429190	326460	223870	622370	429700	367240	423810	1342100	1161500	953650	941620	954300	747470	1224000	1182300	651570	1426700	851360	768970	712470	726950	769190	657600	655690	815270	750140	1090600	162910000	626910000	389190000
J3QTM1;E9PG32;Q6ZR08	J3QTM1;E9PG32;Q6ZR08	"Dynein heavy chain 12, axonemal"	DNAH12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TD57	Q8TD57	"Dynein heavy chain 3, axonemal"	DNAH3	49846	42168	30534	37495	27066	15806	45517	60481	51729	41990	73420	27423	45586	40251	62724	18076	45318	36989	0	59022	58362	27449	20400	39689	33559	24755	38075	43646	32062	52039	432330000	30596000	30128000
Q8WXX0	Q8WXX0	"Dynein heavy chain 7, axonemal"	DNAH7	9477.1	7284	8372.7	12833	8723.5	9321.9	6764.3	14572	5619.3	5443.8	0	0	0	0	0	0	0	0	0	0	48449	0	47273	46431	43162	21221	58649	70142	65725	23295	11253000	0	43983000
H0Y7V4;A0A075B6F3;Q96JB1	H0Y7V4;A0A075B6F3;Q96JB1	"Dynein heavy chain 8, axonemal"	DNAH8	40930	45253	20505	44142	50971	45121	55532	58982	46754	32405	38414	41971	77020	39082	49548	45419	47483	31902	23505	54549	26601	16906	18481	21401	13550	14782	22886	27663	20609	25234	50670000	14191000	21025000
Q6FGH9;P63167;F8VXL2;F8VRV5	Q6FGH9;P63167;F8VXL2;F8VRV5	"Dynein light chain 1, cytoplasmic"	DNCL1;DYNLL1	96577	75595	36592	40838	48816	17913	131460	70755	84556	60892	429530	717090	428120	431250	422170	293670	360690	435930	738670	493840	14687	24018	25328	22043	47190	23295	38555	30230	37288	38814	222170000	2424800000	4767000
Q96FJ2	Q96FJ2	"Dynein light chain 2, cytoplasmic"	DYNLL2	289430	311170	122750	220290	203230	108370	335380	260710	197210	311500	519370	586290	520200	539270	523720	291820	477750	517010	668640	430200	302000	300490	190700	259020	354880	198460	318510	202210	248460	381410	168750000	900570000	680260000
O96015;Q53FE0;B0QXZ5	O96015;Q53FE0;B0QXZ5	"Dynein light chain 4, axonemal"	DNAL4	0	0	0	0	0	0	0	0	2239.8	0	10134	0	5419.6	2437.1	2800.3	3954.3	3488.2	8242.4	8294.7	4810.3	3921.9	0	5622.9	4803.9	3436.5	0	0	8474.2	0	0	2520600	5933000	3954500
Q9NP97;B4DFR2;B1AKR6;A0A140VJH9;Q8TF09;H3BNG9;H3BPA0;Q7Z4M1;H3BQI1	Q9NP97;B4DFR2;B1AKR6;A0A140VJH9;Q8TF09	Dynein light chain roadblock-type 1;Dynein light chain roadblock-type 2	DYNLRB1;DYNLRB2	467860	349650	172720	287210	285350	75869	527620	416940	445530	411100	867870	1431700	1090000	887630	995380	588140	954290	952540	630270	954540	608910	590920	579620	545080	812010	416650	642730	635370	393880	697490	217240000	430560000	261720000
P63172	P63172	Dynein light chain Tctex-type 1	DYNLT1	433440	339230	215790	296930	266390	186480	458310	371900	375420	294200	437240	330050	330040	303170	470390	278990	334540	380730	244070	378120	759680	631110	755890	659240	708860	611460	668050	744700	687930	773100	241860000	1263500000	892680000
D6RCT8;A0A024R015;A6NFV8;A0A0S2Z5U8;Q96EV8;D6RAX1;D6RID1;A0A087WYP9	D6RCT8;A0A024R015;A6NFV8;A0A0S2Z5U8;Q96EV8	Dysbindin	DTNBP1	50600	46486	35979	39406	34193	34290	53930	41667	37563	36415	107860	87928	63488	90933	76113	54153	86783	88138	22863	82745	113950	88503	87304	114150	89808	79197	88902	100200	83176	83716	13404000	19202000	15912000
O75923	O75923	Dysferlin	DYSF	76963	111420	59015	85152	73687	53204	107040	141810	80482	80673	0	0	0	0	0	0	0	0	0	0	10744	9820.5	4018	7578.5	0	5090.3	2848.2	7468.7	8322	13119	60085000	0	8688300
C9J519;E7EN73;B2RBC8;Q8IZA0;Q9H9L2;B1AN15	C9J519;E7EN73;B2RBC8;Q8IZA0	Dyslexia-associated protein KIAA0319-like protein	KIAA0319L	15243	13205	4264.7	8362.3	13462	9233.4	15339	24092	14345	13908	21855	13933	17534	15911	10189	10408	15449	20466	15625	26094	14946	15665	13547	14483	17563	9774.1	9334.8	21974	20660	15676	8042100	11193000	15336000
Q03001;F8W9J4;A0A0U1RQJ2;A0A494C1D7;A0A494C073;Q6P0N6;H0YC82;Q9HDA7;Q9BSP9;H0YC65;E7ERX3;H0YBX0;Q9H722;H0YAT7;Q8WXY3;REV__Q9BX97	Q03001;F8W9J4	Dystonin	DST	12732000	12132000	7717900	10263000	9881000	7019200	14213000	14284000	10977000	11152000	28326000	21570000	20091000	19992000	19613000	15800000	23221000	22731000	14505000	24448000	20223000	15490000	16034000	17481000	15728000	15216000	14694000	18581000	18051000	20104000	5555100000	15723000000	9116600000
Q9Y4J8;M0QZ28;B7Z3X3;A0A024RC32;M0R0C4;A0A024RC38	Q9Y4J8;M0QZ28;B7Z3X3;A0A024RC32	Dystrobrevin alpha;Dystrobrevin	DTNA	0	11246	11127	0	15318	0	24641	0	0	0	11216	9909.9	5068.9	7526.3	4608.8	5245.3	7590.1	10639	8139.5	9867.8	32775	23842	34041	31322	21052	27240	2678.3	25289	41362	34717	8470800	4116200	19573000
O60941;B7Z6A9;E7EVB6;Q1I0L3;E9PEY4;B7Z258;D2DGW5;B7Z202;K7ERH7;Q53TC8;D2DGW6;F8W9U0;Q53QV1;M0R021;E7ES64;E9PE76;Q53SF9	O60941;B7Z6A9;E7EVB6;Q1I0L3;E9PEY4;B7Z258	Dystrobrevin beta;Dystrobrevin	DTNB	12610	10786	4656.1	8789.6	8783.9	4734.5	7582.3	9195.8	9451.2	9892.5	46597	37404	28113	30664	29982	23249	43029	39107	28338	48422	65217	54539	69598	70065	49228	61013	45628	55681	72499	74973	2556300	9172300	16420000
A0A024R2W4;Q14118	A0A024R2W4;Q14118	Dystroglycan;Alpha-dystroglycan;Beta-dystroglycan	DAG1	475860	384140	238650	231780	276430	237540	392680	416430	416510	379450	968140	582830	561270	664460	602860	462650	675290	746630	478560	715130	530370	472230	426870	430820	419080	373240	385740	514530	416550	444520	157200000	303710000	201270000
P11532;A0A075B6G3;A0A087WTU7;E9PDN5;A0A087WV90;A1L0U9;Q59HC3;H0Y304;A7E212;E7ESB2;F8VX32;E7EQS5;F5GZY3;E7EQR9;Q14205;A0A0S2Z3J7;A0A0S2Z3B5;B4DSV7;H0Y3E8;A0A0S2Z3B2;Q14172;A0A0S2Z3M6;Q15945	P11532;A0A075B6G3;A0A087WTU7;E9PDN5;A0A087WV90;A1L0U9;Q59HC3;H0Y304;A7E212;E7ESB2;F8VX32;E7EQS5;F5GZY3;E7EQR9;Q14205;A0A0S2Z3J7;A0A0S2Z3B5;B4DSV7	Dystrophin	DMD;dystrophin	50411	30170	43126	67055	52887	29461	55528	69685	37573	36873	111430	108620	79529	87196	68224	60014	97970	90564	98056	157680	103000	92575	88821	89817	97329	71523	91513	110290	98248	120510	33698000	41017000	28540000
Q96L91;A7E2D7;A0A0A0MR70;A0A0A0MR72;A0A0A0MR80	Q96L91	E1A-binding protein p400	EP400	729050	637400	490320	563190	637580	493540	766930	847670	657740	699350	1834600	1336300	1324000	1309000	1090100	880950	1376900	1461200	1102500	1749200	1183800	773730	997110	1061000	833720	822730	746140	1177900	1123000	1191300	241610000	566490000	348120000
Q9C0C9;K7ES11;K7EQ12	Q9C0C9;K7ES11	E2/E3 hybrid ubiquitin-protein ligase UBE2O	UBE2O	408470	493270	316100	435190	437000	306530	554690	585560	491450	420010	604230	443300	422390	451200	513470	409810	520440	606810	304970	516540	285760	210840	257540	256860	222580	227900	201330	449340	243540	283470	139930000	172760000	102210000
Q56P03;G3V2W9;A0A087X060	Q56P03;G3V2W9;A0A087X060	E2F-associated phosphoprotein	EAPP	47229	38775	24026	31675	33555	25392	43990	46222	33849	48194	73217	38723	16031	21350	30071	23214	43974	20152	24854	35514	0	0	0	0	0	0	0	0	0	0	34187000	26709000	0
A0A0S2Z5B2;O00257;A0A0S2Z4Q9;F8WCW6;I3L4F1	A0A0S2Z5B2;O00257;A0A0S2Z4Q9	E3 SUMO-protein ligase CBX4	CBX4	39500	15863	13503	16704	26971	13816	21440	35862	16061	21864	57204	40007	40139	34937	38715	29980	28977	33997	37905	34151	42984	25473	33118	29753	24231	19547	17856	22260	33677	24763	10349000	14906000	17837000
A0A024R9J6;Q96MF7;E5RFJ1;E5RIM1;A0A087WTZ8;E5RHW9;E5RK09;E5RG00	A0A024R9J6;Q96MF7;E5RFJ1;E5RIM1;A0A087WTZ8;E5RHW9	E3 SUMO-protein ligase NSE2	C8orf36;NSMCE2	130390	95254	64296	84758	80539	53618	122320	144270	104010	106410	740800	413210	353490	350920	425240	246590	431050	524330	304290	494230	179870	144260	133000	114080	125100	145120	106050	158460	141890	172850	102220000	270040000	162700000
Q1XBU8;A4ZVS8;O75925;A4ZVS7;H3BSI8	Q1XBU8;A4ZVS8;O75925;A4ZVS7	E3 SUMO-protein ligase PIAS1	PIAS1	17742	23072	13581	12912	16174	9410.8	17867	18055	15692	24841	83073	43586	33750	46066	20586	35385	31894	42214	22689	58729	54711	55489	40808	51481	39794	54753	29408	58738	43540	44775	16444000	75029000	65827000
A0A024RC49;O75928;Q2TA77;A0A087WUY7;K7ER97;K7EJT4;A0A0A0MS92;K7EMP6;U3KQV1;K7EQX5;B4DFS2;E7ESB4;B4E1Y8	A0A024RC49;O75928;Q2TA77;A0A087WUY7	E3 SUMO-protein ligase PIAS2	PIAS2	0	0	0	0	3056.8	2256.1	3649.8	4672.8	2301.5	0	41351	22347	17684	35553	11640	7771.1	30401	19510	20205	13780	22069	2627.6	2962.1	15107	7514.8	2602	5085.4	10607	6579.1	9781.5	15981000	50120000	29782000
E9PHH8;Q6IAR4;B3KNI3;Q9Y6X2;A4CZ08	E9PHH8;Q6IAR4;B3KNI3;Q9Y6X2	E3 SUMO-protein ligase PIAS3	PIAS3	14579	10245	13529	4897	13092	10188	13188	15840	11645	13376	14888	7830.1	8471.2	12559	10122	13220	15466	13503	2539.2	13842	113220	72904	102060	82657	74351	89292	80174	107440	85322	99418	7070400	11360000	12101000
Q53H55;Q8N2W9;B3KMR4;Q05DS6	Q53H55;Q8N2W9;B3KMR4;Q05DS6	E3 SUMO-protein ligase PIAS4	PIAS4	40674	31989	21621	29813	31035	21634	42868	58373	29307	32277	18610	11882	13209	15460	11738	1516.4	13503	10874	2727.2	17354	8464.3	5874	4886.3	8039	3375.9	5596.3	5194.9	8997.2	0	5008.7	6211700	11682000	4736300
P49792;D3DX73;Q5JC45;Q5JC46;Q13073;H0YBN8;I1Z9D1;F8WBP7	P49792	E3 SUMO-protein ligase RanBP2	RANBP2	7679300	8128200	5369700	6821600	7031900	5065400	9327800	10788000	7097400	7370000	19983000	14262000	13575000	11649000	11538000	9577200	13737000	14376000	9389200	17279000	10355000	8346300	8585200	8935000	7162700	7999100	7419400	9716700	10142000	10373000	5520800000	10649000000	6738300000
Q9UKV5;A0A024R6R5;Q6PGR1;Q1RN03;R4GNG2;H3BRK9;H3BSK3	Q9UKV5;A0A024R6R5;Q6PGR1;Q1RN03;R4GNG2	E3 ubiquitin-protein ligase AMFR	AMFR;hCG_1811773	48773	26806	11573	24685	28292	19021	33534	39464	31561	22245	115710	83690	64796	79219	84487	60864	90329	71581	72027	86573	62188	42756	40113	50777	46119	41211	36965	46739	33114	72714	32360000	43929000	59420000
Q9Y4X5;Q59FM8;H3BNB9;A0A087WT96;H3BSK4	Q9Y4X5;Q59FM8	E3 ubiquitin-protein ligase ARIH1	ARIH1	483880	443140	255050	314970	308920	228360	539650	558490	363890	422960	424200	364130	413040	282730	388530	254330	465300	390790	174300	442350	465070	410350	469750	453290	379120	478360	397050	428150	415380	538950	248550000	379740000	249240000
Q6IBL8;Q53ET9;O95376;Q59HA2;B3KMG5;C9JZ71	Q6IBL8;Q53ET9;O95376;Q59HA2;B3KMG5	E3 ubiquitin-protein ligase ARIH2	ARIH2	128140	157970	93183	128230	138450	101770	194950	192030	105940	154600	562170	380430	385420	331320	305060	340340	450440	426820	243040	442130	422360	303690	311100	343150	259420	293790	283810	398530	347130	354430	106960000	241640000	187720000
Q5VTR2;Q05DC0;A0PJJ6;C9JXC9;C9J0A5;C9JWJ4	Q5VTR2;Q05DC0	E3 ubiquitin-protein ligase BRE1A	RNF20	1863100	1761600	1167600	1606500	1547100	1272200	2128400	2248500	1575700	1769300	3466900	2354100	2420200	2070000	2088000	1777900	2776100	2586500	1352800	3100500	2836700	2169800	2409700	2629200	2031800	2191300	1877600	2829100	2749900	2954200	708220000	1676900000	1272000000
A8K6K1;O75150;A0A0S2Z537;H3BP71;A0A0S2Z4Z2;B4DMM1;B4DFU2;B4DEN2;Q6ZN99;B4E313;A0A087WTK2;B3KQV1;H3BS50;H3BQ99;H3BUL6;I3L332	A8K6K1;O75150;A0A0S2Z537;H3BP71;A0A0S2Z4Z2;B4DMM1;B4DFU2	E3 ubiquitin-protein ligase BRE1B	RNF40	1528200	1702500	1127900	1345300	1351200	1046000	1753000	1897700	1487500	1662800	3425200	2598700	2447500	2056000	2038200	1641300	2895300	2623400	2191600	2896000	1570700	1449800	1354500	1660900	1294200	1386100	1395000	1722000	1667600	1988400	726980000	1863800000	1345100000
A0A0U1RR39;P22681;A0A1B0GW38;A0A0U1RQX8;A0A0U1ZBR1;A0A0U1ZI18;A0A0U1ZE08;A0A0U1ZFF6;A0A0U1ZID9;A0A0U1ZJB3;A0A0U1ZBT6;A0A0U1ZF21;A0A0U1ZF71	A0A0U1RR39;P22681;A0A1B0GW38;A0A0U1RQX8	E3 ubiquitin-protein ligase CBL	CBL	141450	130920	68026	122550	118680	57855	129360	148870	119580	104130	538670	389880	360720	429090	311520	355330	457040	442460	277490	492170	206390	160350	148900	207530	116870	116610	164620	126700	127580	200920	92695000	213550000	125720000
A0A2R8Y875;C9K048;C9JRB3;C9JU85;B4DZF4;A0A2R8Y7I2;B5MC15;A0A2R8Y8D8;A0A2R8Y5E1;A0A2R8YFD4;B7ZAG1;B4DYP3;B8K284;H0Y3L9;Q13191;A0A2R8YDW4	A0A2R8Y875;C9K048;C9JRB3;C9JU85;B4DZF4;A0A2R8Y7I2;B5MC15;A0A2R8Y8D8;A0A2R8Y5E1;A0A2R8YFD4;B7ZAG1;B4DYP3;B8K284;H0Y3L9;Q13191;A0A2R8YDW4	E3 ubiquitin-protein ligase CBL-B	CBLB	13413	9339.5	7730.2	7400.3	4815.4	5535.1	8494.9	11042	7577.2	4757	55957	48150	47512	48121	41013	22630	43053	44282	28793	48126	45389	32245	25857	47180	27569	34800	29040	22179	30903	36083	1736100	12663000	7292700
Q96EP1;F5GWH4;F5H375;B3KUP7;A0A096P6K8	Q96EP1;F5GWH4	E3 ubiquitin-protein ligase CHFR	CHFR	62263	69981	53819	57791	50710	44400	80147	99942	61856	63521	25705	13847	18887	12360	18628	19429	22379	18125	16769	24427	63092	54422	72411	76893	52394	64531	33484	77639	85609	79420	26296000	10865000	23189000
Q9UNE7;H3BTA3;H3BS86;H3BUD0	Q9UNE7;H3BTA3;H3BS86	E3 ubiquitin-protein ligase CHIP	STUB1	219180	182030	111670	144820	128510	90462	208240	199230	180930	177280	708310	363470	467570	542220	478640	425280	568670	577590	359300	490360	432350	386930	358950	432900	326170	360180	350440	403240	466290	384920	73742000	375600000	359520000
Q8TDB6	Q8TDB6	E3 ubiquitin-protein ligase DTX3L	DTX3L	195360	174710	116350	155680	129870	100760	220750	238360	155220	145260	557950	343160	441600	364690	396440	292630	474010	494540	293950	490110	327080	259750	261880	244650	184080	247950	206510	301650	267600	324380	51641000	155340000	74577000
C9JRX4;C9J9M8;Q86Y13	C9JRX4;C9J9M8;Q86Y13	E3 ubiquitin-protein ligase DZIP3	DZIP3	0	0	0	0	0	0	0	0	0	0	8119.8	0	0	7454.1	5786.5	0	0	9701.9	0	0	0	0	0	0	0	0	0	0	0	0	0	12617000	0
Q7Z6J8;D6RHY9;H0Y359;D6RD24	Q7Z6J8;D6RHY9;H0Y359;D6RD24	E3 ubiquitin-protein ligase E3D	UBE3D	5421.1	5848.7	3926.9	0	5990.3	3547.8	3502.1	4509.7	0	5491.3	12100	0	6213.6	0	0	0	4690.3	6281.2	0	7351.5	0	0	0	0	0	0	0	0	0	0	1458600	3189600	0
A8K9G8;Q8IYU2;H0YAU8;H0YBH3	A8K9G8;Q8IYU2;H0YAU8;H0YBH3	E3 ubiquitin-protein ligase HACE1	HACE1	0	0	0	0	0	0	0	0	0	0	15099	11778	12806	13868	9845.5	9661.5	14081	7739.9	4610.7	14186	4518.2	9774.3	12604	18671	0	11435	10985	11966	12336	15948	0	5219800	6438100
C9J2P9;B4DDV7;Q75N03	C9J2P9;B4DDV7;Q75N03	E3 ubiquitin-protein ligase Hakai	CBLL1	46151	46192	27857	33015	25736	25043	39627	46473	36836	39575	131190	82459	94872	97624	89552	61505	93531	100460	52979	138020	63317	49177	94623	84425	43855	38585	57068	84872	83571	66050	18358000	35847000	30664000
A0A087X2H1;Q9ULT8;H0YJP0;G3V4V5;Q2KQ74;H0YJD4;A0A087WVU6;H0YJ72;Q5XJ19	A0A087X2H1;Q9ULT8;H0YJP0	E3 ubiquitin-protein ligase HECTD1	HECTD1	799080	794620	475240	722880	650120	430780	1029200	926700	645160	643780	2263700	1497800	1680400	1970000	1603800	1451400	1861900	1963800	1207200	1860900	1615700	1345400	1498200	1560700	1238100	1178200	1115100	1527600	1251700	1446000	494970000	1242500000	1168200000
Q5T447;B4DVK6;A1A4G1;B3KU34	Q5T447;B4DVK6	E3 ubiquitin-protein ligase HECTD3	HECTD3	108380	120340	55941	88600	83433	62021	151230	101220	86359	96571	365530	289240	340380	308500	306300	214850	333140	357210	200150	355540	205990	184540	211840	191120	223600	147220	176240	223870	233840	241690	45371000	140610000	117330000
O95714;A0A0J9YVP0;A0A3B3IRP6;A8KAQ8;A0A0J9YXQ8;B7Z294;B7Z2K1;Q9BVR0;Q68DG8;H3BUQ1;Q8ND39;A0A0G2JPS8;O60375;B4DE84	O95714;A0A0J9YVP0	E3 ubiquitin-protein ligase HERC2	HERC2	481410	463670	289110	446980	377760	285490	622780	591190	441190	411650	1557300	1138100	1105600	1105000	1074100	933350	1292900	1178100	913380	1449800	1066500	826610	916490	867760	814270	809800	749300	996190	985650	980080	213340000	641100000	554890000
A0A024R9W5;Q7Z6Z7;A0A024R9Y3;A0A024R9U8;Q5H924;Q5H962;Q5H935;H0Y659;B4DGF6;Q53FW4;Q3B7K0;A0A087X146;Q8IWJ0;Q5H964;A0A087X1S3;A5YM72	A0A024R9W5;Q7Z6Z7;A0A024R9Y3;A0A024R9U8;Q5H924	E3 ubiquitin-protein ligase HUWE1	HUWE1	1244100	1295800	747050	1195500	895030	623770	1718300	1398200	1063200	1037600	3253000	2281500	2424000	2593900	2305800	1752900	2601400	2736600	1540800	2809700	1679500	1242400	1403200	1670200	1227200	1209900	1070400	1668800	1377900	1525200	532050000	1187800000	785110000
Q96J02;B4DN85;Q59ER4;A0A1W2PR79;A0A1W2PNZ8	Q96J02;B4DN85;Q59ER4	E3 ubiquitin-protein ligase Itchy homolog	ITCH	1050400	951990	522090	756750	753910	477410	1076300	1099600	796950	784820	2465300	1753400	1744400	1749100	1669500	1235500	1894900	2012000	1304100	2025400	1366300	1095400	1213600	1228900	1063000	1009800	843970	1299700	1163700	1266800	439160000	810960000	706290000
Q9P0J7;C9J3I2	Q9P0J7	E3 ubiquitin-protein ligase KCMF1	KCMF1	134210	96897	21587	121270	54883	50402	164150	150660	130390	88798	328030	255860	244560	269050	232980	193310	331730	300760	203610	297420	242250	220440	186860	241650	174510	180160	181280	246990	202110	204700	111480000	277230000	214450000
O94822;H7BYG8;S4R3T2;G1UI34	O94822;H7BYG8	E3 ubiquitin-protein ligase listerin	LTN1	327130	342280	229510	305480	286230	188330	549960	376580	302410	320320	1276900	1058800	881290	1040700	964950	716550	1083700	1147700	668070	1136400	647890	568400	605270	700610	641760	550020	565150	763910	715730	699350	238960000	657120000	431010000
A0A024R870;Q6UWE0	A0A024R870;Q6UWE0	E3 ubiquitin-protein ligase LRSAM1	LRSAM1	200510	192440	111100	166470	134020	125350	256880	193850	197000	181300	596450	498710	419420	492700	435680	358710	519340	529280	326520	613930	304020	261770	265530	303640	273960	252800	266060	323690	250300	304090	127320000	342700000	181740000
